,created_at,tweet,score,label
551,Sun Jan 01 03:01:20 +0000 2023,"HAMPIR SEMUA PENGAMAT DAN AHLI EKONOMI KEUANGAN MENGATAKAN TAHUN 2023 INDONESIA AKAN MENGALAMI RESESI"". TAPI HAMPIR SEMUA RAKYAT INDONESIA BERDOA ""SEMOGA TAHUN INI MENJADI LEBIH BAIK DARI TAHUN SEBELUMNYA"". Kata ahli dengan doa rakyat Indonesia, siapa yang akan menang??""",1,POSITIVE
552,Sat Dec 31 06:40:20 +0000 2022,Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/P0tSYY1TME,1,POSITIVE
553,Sat Dec 31 16:36:28 +0000 2022,2022 : Okelah\n2023 : Semoga resesi ekonomi tidak terjadi \n\nHahaha,1,POSITIVE
554,Sat Dec 31 08:37:05 +0000 2022,"Hadapi Gejolak Ekonomi 2023, Pakar: Hanya Investasi yang Kalahkan Inflasi.\n\nSurabaya (https://t.co/ksziGGp1k3) – 2023 diprediksi menjadi tahun resesi dan krisis finansial global. Kondisi perekonomian… https://t.co/KPAw2xaqUA #Ekbis #Inflasi #Investasi #Ubaya via @beritajatimcom",1,POSITIVE
555,Sat Dec 31 05:13:43 +0000 2022,"SOAL RESESI 2023: JANGAN TERLALU TEGANG\n\nBerdasarkan keterangan Menteri Keuangan Sri Mulyani Indrawati memprediksi ekonomi dunia akan masuk jurang resesi di tahun 2023.\n\nKendati demikian, seorang Indigo Hard Gumay menmprediksi perj…https://t.co/ntHesU0LaL https://t.co/u8EHS96UEQ",-1,NEGATIVE
556,Sat Dec 31 16:42:36 +0000 2022,"Sambut 2023, Ridwan Kamil Minta Masyarakat Waspada Resesi Ekonomi https://t.co/qKaPeXIbSv",-1,NEGATIVE
557,Sun Jan 01 02:11:00 +0000 2023,"Tidak melulu tentang resesi ekonomi, pandemi, dan perang Ukraina, warga dunia menyambut tahun baru dengan penuh tantangan sekaligus kegembiraan. Apa saja agenda dan ”event” dunia pada 2023?\n\nhttps://t.co/SwUzTGQ2i2\n\n #kajiandata #AdadiKompas",1,POSITIVE
560,Sat Dec 31 17:30:55 +0000 2022,"niatnya mau bikin thread selama 2022, tapi ke inget resesi ekonomi global 2023",1,POSITIVE
561,Sun Jan 01 03:49:56 +0000 2023,Menghadapi Resesi Ekonomi di Tahun 2023 https://t.co/mj7yTPo1q8,1,POSITIVE
562,Sat Dec 31 16:33:03 +0000 2022,"Awas Ancaman Resesi 2023, Pasar Domestik Jadi Kunci Ekonomi RI Bertahan\n\n #Sindonews #BukanBeritaBiasa .https://t.co/It4774Czdb",-1,NEGATIVE
563,Sat Dec 31 07:36:02 +0000 2022,Gubernur Edy Rahmayadi Pastikan Pemprov Sumut Bisa Hadapi Tantangan Resesi Ekonomi 2023\n \nhttps://t.co/uHMpLbXOyL via @tribunmedan,1,POSITIVE
565,Sat Dec 31 13:59:32 +0000 2022,"Resesi ekonomi 2023 hanya mitos. Terpantau kemriyek sepanjang kayutangan sampe alun2. Berkah bagi pedagang, dan pak parkir \n\nPr bagi pak ji dan jajaran, moso yo dalan di gae parkiran\n\n@infomalang https://t.co/6e6SxdGnbs",1,POSITIVE
566,Sun Jan 01 00:17:18 +0000 2023,"Tahun 2023...\nEkonomi boleh resesi, tapi keyakinan kepada Allah harus tetap tinggi. Mata uang boleh saja inflasi, tapi jangan iman di dalam hati. Boleh saja sibuk untuk bisnis dan usahanya, tapi fokus kepada Surga tetap yang paling utama",1,POSITIVE
569,Fri Dec 30 14:36:04 +0000 2022,NARASI RESESI VS OPTIMISME EKONOMI 2023 https://t.co/PbCz681zXE via @Nawacita,1,POSITIVE
571,Fri Dec 30 16:05:03 +0000 2022,KETAHANAN pangan harus menjadi resolusi 2023 seluruh pemangku kepentingan. Pemerintah dan swasta harus lebih kuat lagi menjadi ketahanan pangan mengingat tahun depan diprediksi bakal terjadi resesi ekonomi.  https://t.co/loiwcPVJYt,1,POSITIVE
572,Fri Dec 30 14:24:37 +0000 2022,"Rumah Zakat Buat Strategi Tahun 2023, 'untuk Keluar dari Kemiskinan dan Ancaman Resesi Ekonomi' https://t.co/QglRmXlFxR",1,POSITIVE
573,Fri Dec 30 10:28:22 +0000 2022,@lix_lee007 😂😂😂😂😂😂 enel ugaaa ..... resesi ekonomi 2023 di mulai dr sekarang 😂,-1,NEGATIVE
575,Fri Dec 30 06:35:19 +0000 2022,Mantap.. Presiden Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/zO3TOkutQa,1,POSITIVE
577,Sat Dec 31 01:39:53 +0000 2022,"Besok 2023. Berita diwarnai “canda-tawa” ekonomi tentang bayangan inflasi dan resesi. Sederhananya, dikatakan inflasi ketika harga barang yang kita beli menjadi semakin mahal; dan dikatakan resesi jika pendapatan kita menurun atau cenderung melambat 🚨 #2023LebihBaik",1,POSITIVE
578,Fri Dec 30 23:00:31 +0000 2022,"Cristiano Ronaldo resmi gabung ke klub Arab Saudi Al Nassr, setelah berstatus tanpa klub akibat kontraknya diputus Manchester United pada November 2022 lalu. \n\nSelengkapnya &gt;&gt;&gt; https://t.co/ewzUMRIech https://t.co/P1xuUMpglW",1,POSITIVE
579,Fri Dec 30 08:05:07 +0000 2022,"Tahun 2023 mau ngapain? \n\nMau ganti semua produk pake local product, at least biarpun resesi, tapi ekonomi dalam negeri tetap bergerak. Bukannya malah ngucurin dana ke negara orang ☺",1,POSITIVE
580,Sat Dec 31 03:51:45 +0000 2022,"Prediksi 2023 resesi, ekonomi sulit, ga berlaku bagi Ronaldo",1,POSITIVE
582,Fri Dec 30 14:03:04 +0000 2022,"2023 sudah dibayangi adanya Resesi Global. \nBagaimana gambaran dari 2022 ke 2023?\nSeperti apa Proyeksi dan Tantangan Resesi Global?\nSimak dan ikuti, “Ekonomi Bisnis Outlook 2023”\nHanya di City Guide 911 FM\nSaksikan secara visual, di Web, aplikasi dan kanal Youtube\n\n@mustamuronny https://t.co/qAw1dOF68S",1,POSITIVE
584,Fri Dec 30 18:21:52 +0000 2022,2023 gak jadi resesi soalnya jeben berlayar makin jauh sambil menjalankan ekonomi dunia menjadi lebih gemilang,1,POSITIVE
585,Fri Dec 30 10:03:50 +0000 2022,Vietnam tak terdampak resesi ekonomi yang kata Pak Luhut BP @kemenkomarves ancam dunia. Apa karena ancamannya pada 2023? :),1,POSITIVE
586,Thu Dec 29 10:10:20 +0000 2022,Looks very robust.\n\nVietnam GDP grows 8.02% in 2022; fastest expansion in 25 years https://t.co/2Y9AnFUYvf,1,POSITIVE
587,Sat Dec 31 04:03:25 +0000 2022,"Today’s the last day of 2022, ga mau muluk” 2023 pengen bahagia, ga ada covid dan penyakit aneh lain, ga ada resesi ekonomi di Indonesia, segala keinginan bisa terwujud! AAMIIN yg kenceng 😇",1,POSITIVE
588,Fri Dec 30 08:30:02 +0000 2022,3 Biang Keladi Penentu Ekonomi Global Masuk Jurang Resesi atau Tidak di 2023 https://t.co/sQ0prEEzv4,-1,NEGATIVE
589,Fri Dec 30 09:54:50 +0000 2022,Dana Moneter Internasional (IMF) memperkirakan 2023 bakal menjadi tahun yang lesu. Terasa seperti pil pahit bagi negara-negara berkembang yang belum puli benar dari perlambatan ekonomi akibat pandemi Covid-19.\n\n#datanesia \n#resesi \n#whitepaperdatanesia https://t.co/EEQ3k17jH9,-1,NEGATIVE
590,Tue Dec 27 23:05:45 +0000 2022,"Jelang Resesi Ekonomi 2023, Emak-Emak Harus Gimana? https://t.co/r44AoqD9e5 https://t.co/Ak5iD3ASwf",1,POSITIVE
591,Wed Dec 28 00:01:07 +0000 2022,#GanjarPranowo Beri Tips Agar Ekonomi RI Tak Kena Ancaman Resesi 2023. 👍🏻👍🏻❤️🇮🇩✊💪 https://t.co/1iktLVYmwC,1,POSITIVE
592,Tue Dec 27 14:55:41 +0000 2022,"melihat kemacetan kendaraan yg mau liburan, rasanya nggak mungkin resesi ekonomi 2023, optimis saja",1,POSITIVE
593,Tue Dec 27 14:05:34 +0000 2022,Ganjar Pranowo Beri Tips Agar Ekonomi RI Tak Kena Ancaman Resesi 2023 https://t.co/YrCfPjrcEn,1,POSITIVE
594,Tue Dec 27 07:34:40 +0000 2022,"@ozaniska @waluhrebus @Nov_ietha @CNNIndonesia jangan heran,anggep aja ini latian,karena justru taun 2023 nanti yang ditakutin bukan resesi,tapi para fanboy yang tadinya bego tiba jadi pakar ekonomi/politik buat persiapan event besar di 2024 (contohnya ya buzer atau yang suka ngomong drandrundrandrun kalau beda opini) hehehe""",1,POSITIVE
595,Tue Dec 27 06:10:35 +0000 2022,Pak Jokowi Hebat.. Jokowi pastikan kondisi ekonomi RI stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/weArz6jlr9,1,POSITIVE
596,Wed Dec 28 04:55:50 +0000 2022,Ancaman resesi global semakin tinggi. Manfaatkan peluang Two Ways Opportunity ditengah ketidakpastian ekonomi di 2023. Bagaimana caranya? Tonton video di atas. https://t.co/NoyaNkR36Q,1,POSITIVE
597,Tue Dec 27 10:57:11 +0000 2022,Bersiap menghadapi potensi resesi 2023. Mari berdayakan ekonomi domestik dan perkuat ketahanan pangan Kabupaten Ciamis. https://t.co/n8qiunFkQn,1,POSITIVE
598,Tue Dec 27 10:16:40 +0000 2022,Langkah Penting Untuk Menghadapi Isu Resesi 2023\n\n#EKONOMİ \n#INFO \n\nhttps://t.co/F5lC7hkyeq,1,POSITIVE
599,Tue Dec 27 10:32:52 +0000 2022,Elon Musk dan beberapa ekonom barat memperkirakan akan terjadi resesi ekonomi di tahun 2023 dan diperkirakan mulai pulih di Q2 tahun 2024\n.\nSiap-siap ya gaess ☂️💪 https://t.co/vYB3rax5yr,-1,NEGATIVE
600,Tue Dec 27 10:54:16 +0000 2022,"Dunia Gelap, Prediksi Resesi Ekonomi 2023"" https://t.co/SACDRTkF2T""",-1,NEGATIVE
601,Tue Dec 27 12:06:55 +0000 2022,aku memprediksi 2023 akan terjadi resesi ekonomi akibat kecanduan konser,-1,NEGATIVE
602,Tue Dec 27 11:25:06 +0000 2022,"Benarkah tahun 2023 terjadi resesi ekonomi? Ekonomi negara dalam kegelapan? DUh, serem ya mikirin ini. Mending baca yang positif aja deh,kayak berita CEO yang bertemu untuk diskusi soal ekonomi spt yang mb @LeylaImtichanah tulis ini,\nhttps://t.co/eWjN2kyxNt Selasa",-1,NEGATIVE
603,Tue Dec 27 06:06:59 +0000 2022,"Kami optimis di tahun 2023, meski di tengah resesi global, sektor pariwisata dan ekonomi kreatif akan terus mendatangkan banyak peluang usaha. Ikhtiar mewujudkan 4,4 juta penciptaan lapangan kerja baru di tahun 2024 bisa terwujud.",1,POSITIVE
604,Tue Dec 27 13:45:48 +0000 2022,"Kabarnya, tahun 2023 besok akan terjadi resesi ekonomi, ya?\nGimana kita harus menghadapinya?\nKalau kata mb @LeylaImtichanah kita harus punya strategi ekonomi yg baik.\nLalu apa hubungannya sama CEO perusahaan2 di Indonesia?\nKita simak Selasa ini di sini:\n\nhttps://t.co/y3Lwac0bhy",-1,NEGATIVE
605,Tue Dec 27 10:16:04 +0000 2022,"Ramalan Resesi Ekonomi 2023 Versi Bank Dunia, ADB, hingga IMF https://t.co/BGOtVkTbQ6",1,POSITIVE
606,Wed Dec 28 04:56:56 +0000 2022,"Pertumbuhan ekonomi Indonesia yg kuat pd thn 2022 dpt menjadi bekal untuk menghadapi potensi resesi global pada tahun 2023,bahkan Menteri BUMN @erickthohir optimis ekonomi Indonesia akan terus tumbuh cerah hingga tahun 2045.\n#BangkitBersamaET https://t.co/VZy8HXTW6W",1,POSITIVE
607,Wed Dec 28 04:12:17 +0000 2022,"Udh mau 2023 msh aja ngebela artis kyk bela negara...😂\nGak usah dibela mereka dpt cuan,\nKm dpt apa??\n\nPikirin aja diri sendiri, thn dpn resesi ekonomi msh bs makan gak?\n\nGak usah mampir2 di lapak org lain jika tak sepaham anjirr 😏",1,POSITIVE
608,Wed Dec 28 00:50:33 +0000 2022,"Gus Muhaimin optimistis masyarakat Indonesia mampu menghadapi ancaman ekonomi dan resesi global. Sebab pertumbuhan ekonomi Indonesia diprediksi berkisar 4,5 hingga 5,3 persen di 2023.\n\n#gaspoll #GusMuhaiminAsikPoll https://t.co/V4VvM9dbpO",1,POSITIVE
609,Tue Dec 27 12:10:22 +0000 2022,"Siapa yg penasaran tugas CEO apa aja?Baca blog bu \n@duniaeni deh Selasa ini.Bicara ttg CEO,katanya tahun 2023 ada resesi.Tapi ternyata bbrp CEO perusahaan besar di Indonesia malah berusaha optimis dgn peningkatan ekonomi mendatang lho.Salah satunya CEO JNE\nhttps://t.co/vAkHf3OK6o",1,POSITIVE
610,Sun Dec 25 08:35:07 +0000 2022,"Kondisi Ekonomi RI Stabil, Siap Hadapi Resesi 2023\n\n#JokowiPresidenku\n#PembangunanUntukRakyat\n#PresidenJokowiHebat\n#JokowiMembangunNegeri\n#JokowiMajuBersamaIndonesia\n#JokowiBapakInfrastruktur https://t.co/CBow41vRhW",1,POSITIVE
611,Sun Dec 25 07:57:08 +0000 2022,kondisi ekonomi RI Stabil siap hadapi resesi 2023 #JokowiPresidenku\n#PembangunanUntukRakyat\n#PresidenJokowiHebat\n#JokowiMembangunNegeri\n#JokowiMajuBersamaIndonesia\n#JokowiBapakInfrastruktur https://t.co/v0JYMnVyWv,1,POSITIVE
614,Sun Dec 25 07:42:09 +0000 2022,"kabar gembira, Kondisi ekonomi RI dipastikan stabil dan siap hadapi resesi 2023 #JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/qS1S51qH4Q",1,POSITIVE
615,Sun Dec 25 07:37:25 +0000 2022,Kondisi ekonomi Indonesia stabil siap hadapi resesi 2023\n#JokowiPresidenku\n#PembangunanUntukRakyat\n#PresidenJokowiHebat\n#JokowiMembangunNegeri\n#JokowiMajuBersamaIndonesia\n#JokowiBapakInfrastruktur https://t.co/MkHLqRuMqq,1,POSITIVE
616,Sun Dec 25 08:24:23 +0000 2022,Ekonomi indonesia stabil siap hadapi resesi 2023\n#JokowiPresidenku\n#PembangunanUntukRakyat\n#PresidenJokowiHebat\n#JokowiMembangunNegeri\n#JokowiMajuBersamaIndonesia\n#JokowiBapakInfrastruktur https://t.co/tOzg0QPP1n,1,POSITIVE
617,Sun Dec 25 08:13:52 +0000 2022,Kondisi ekonomi Indonesia stabil hadapi resesi tahun 2023.\n#JokowiPresidenku #PembangunanUntukRakyat #PresidenJokowiHebat #JokowiMembangunNegeri #JokowiMajuBersamaIndonesia #JokowiBapakInfrastruktur https://t.co/mOoonnKlfq,1,POSITIVE
619,Sun Dec 25 11:14:26 +0000 2022,"@myngsrn aku sih dah tiap hari mlarat jd ga pusinkkkk, coba deh kamu biasain tiap hari ekonomi sulit.\n\nniscaya jika 2023 terjadi resesi km akan baik baik sajha.",1,POSITIVE
621,Sun Dec 25 07:52:54 +0000 2022,Kondisi Ekonomi RI tetap stabil dan siap Hadapi Resesi 2023 ! MAJU TERUS ! #JokowiPresidenku\n#PembangunanUntukRakyat\n#PresidenJokowiHebat\n#JokowiMembangunNegeri\n#JokowiMajuBersamaIndonesia\n#JokowiBapakInfrastruktur https://t.co/0ZZmV65L7X,1,POSITIVE
622,Sun Dec 25 10:45:42 +0000 2022,"Kondisi Ekonomi RI Stabil, Siap Hadapi Resesi 2023\n#JokowiPresidenku\n#PembangunanUntukRakyat\n#PresidenJokowiHebat\n#JokowiMembangunNegeri\n#JokowiMajuBersamaIndonesia\n#JokowiBapakInfrastruktur https://t.co/nLju3zaCfo",1,POSITIVE
623,Sun Dec 25 10:07:03 +0000 2022,"Kondisi Ekonomi RI stabil, siap hadapi resesi 2023. Kami hadir mendukung ❤️\n\n#JokowiPresidenku\n#PembangunanUntukRakyat\n#PresidenJokowiHebat\n#JokowiMembangunNegeri\n#JokowiMajuBersamaIndonesia\n#JokowiBapakInfrastruktur https://t.co/1l53uefpy1",1,POSITIVE
628,Sun Dec 25 10:31:36 +0000 2022,"Kondisi ekonomi RI stabil, siap hadapi resesi 2023\n#IndonesiaTanpaResesi\n#EkonomiIndonesia https://t.co/cbaIyKkqwW",1,POSITIVE
629,Wed Dec 21 07:42:43 +0000 2022,@tweetmiliter Jangan samakan dengan negara lain mereka bisa cetak dollar semaunya,-1,NEGATIVE
630,Thu Dec 22 15:41:02 +0000 2022,Ancaman Resesi Ekonomi 2023 dan Cara Menghadapinya https://t.co/lTOQsOJGh5,1,POSITIVE
631,Wed Dec 21 12:40:18 +0000 2022,DPRD Kabupaten Magelang Dorong Pemkab Perkuat Ekonomi Mikro Antisipasi Resesi 2023\n\nhttps://t.co/E8jbg9jxit,1,POSITIVE
633,Wed Dec 21 10:11:02 +0000 2022,"Tahun 2023 dibayangi isu resesi ekonomi. Namun, penjualan mobil tahun depan diyakini cerah. https://t.co/jWApC2E2cf",1,POSITIVE
634,Thu Dec 22 12:01:46 +0000 2022,IniMagelangKu: RT @BorobudurNews_: DPRD Kabupaten Magelang Dorong Pemkab Perkuat Ekonomi Mikro Antisipasi Resesi 2023\n\nhttps://t.co/l24SUpG1i7 https://t.co/2jHQCxJJ2Z,1,POSITIVE
635,Thu Dec 22 00:06:34 +0000 2022,Perkuat Ekonomi Mikro Antisipasi Resesi 2023 https://t.co/24TuPi5zCx #beritajogja #jogja #jogjaistimewa https://t.co/EQXKRrnhPb,1,POSITIVE
636,Wed Dec 21 22:41:36 +0000 2022,"Menghadapi tahun 2023 yang diprediksi resesi ekonomi global, salah satu upaya pencegahan adalah mengurangi utang, syukur² tidak punya utang (Rp.0,-).\nSemoga kita diberi Allah SWT rizki yang barokah dengan peduli kepada sesama.\n#resesiekonomiglobal2023",1,POSITIVE
637,Wed Dec 21 12:00:02 +0000 2022,"President Joko Widodo made a one-liner about his minister’s habits. On that occasion, President Widodo asked the ministers to be prepared to face the threat of a crisis in 2023. \n\n#SEAToday #SEATodayNews #Indonesia #Jakarta #Jokowi #resesi #resesiekonomi2023 #PPKM https://t.co/BN6D5cptbE",1,POSITIVE
638,Thu Dec 22 06:48:02 +0000 2022,Ketua Banggar DPR RI Yakin Ekonomi RI Tangguh Hadapi Potensi Resesi 2023 https://t.co/ssFt9mx6DK,1,POSITIVE
639,Wed Dec 21 14:04:58 +0000 2022,"Tidak Hanya Resesi Ekonomi, Berikut Ini 5 Ramalan Jayabaya yang Akan Terjadi di Tahun 2023 https://t.co/G6U3uFHHEP",-1,NEGATIVE
640,Thu Dec 22 07:10:45 +0000 2022,"#SobatRupiah, perekonomian global menurun disertai dengan ketidakpastian yang masih tinggi. Pertumbuhan ekonomi global 2023 masih melambat sebagaimana prakiraan, dengan risiko resesi yang tinggi di beberapa negara, termasuk Amerika Serikat (AS) dan Eropa.  #RDGBI",-1,NEGATIVE
642,Wed Dec 21 08:27:33 +0000 2022,"Isu resesi ini kan muncul dari perkiraan bahwa 2023, ekonomi negara2 G7 bakal terus turun, sehingga mengurangi permintaan global.\n\nLha kalo Amerika sebagai ekonomi terbesar dunia tidak proyeksi resesi, berarti ekonomi global juga dong😂\n\nhttps://t.co/AY7woI77lX",1,POSITIVE
643,Wed Dec 21 12:17:19 +0000 2022,@mizuoshima semoga kamu dapet ya sayang. aku udah siapin topik resesi ekonomi 2023 biar bisa kita bertiga bahas bareng via zoom,1,POSITIVE
644,Wed Dec 21 10:28:28 +0000 2022,"SUSUN STRATEGI\n\nKepala Disperindag Jabar, Iendra Sofyan mengikuti program Dialog Live BrukBrak dengan Tema “Strategi Pemprov Jabar Hadapi Ancaman Resesi Ekonomi 2023 di Studio 1 TVRI Jawa Barat, Selasa (20/12/2022).\n\n#jawabarat #ridwankamil #jabarjuara  #disperindagjabar https://t.co/Lfg6SMu2cw""",1,POSITIVE
645,Wed Dec 21 13:50:03 +0000 2022,"Hadapi Resesi 2023, Ini Usaha IRT Modal Dikit Untung Banyak #LengkapCepatBeritanya #Keuangan #Ekonomi #Ekonomi #EkonomiIndonesia . https://t.co/ZlwcjzCI8T",1,POSITIVE
647,Wed Dec 21 17:16:07 +0000 2022,Tapi gak pengen jadi ungrateful bitch juga. Mengingat kondisi ekonomi lagi susah kayak gini (covid trus disusul resesi 2023). Orang lain segitu susahnya dapet kerjaan. Gw dapet tawaran kerja malah ditolak. Iya kalo langsung dapet kerjaan pengganti. Gimana kalo enggak? 😭,-1,NEGATIVE
648,Wed Dec 21 15:08:38 +0000 2022,"@BroBillyOscar Seneng bgt gua liat usaha lokal laris manis, semoga 2023 ekonomi indonesia tetap kuat dan bebas dari ancaman resesi!",1,POSITIVE
649,Wed Dec 21 08:20:42 +0000 2022,"@alisyarief analisa sy thn 2023 ekonomi msh aman krn sedang ambisi slskan IKN agar bisa upacara 17 ags 2023 disana dan akan hancur ekonominya kena badai reses di awal 2024 sehingga ada dasar utk menunda pemilu, kira2 sih bgt",-1,NEGATIVE
650,Sat Dec 17 07:22:28 +0000 2022,Tren positif ekonomi Indonesia di tengah prediksi resesi 2023. https://t.co/7kKxjGBq3x,1,POSITIVE
651,Sun Dec 18 11:17:33 +0000 2022,FKPPIB Gelar Seminar Ancaman Global Resesi Ekonomi 2023 | Harian Momentum https://t.co/Jpz0JevsPV,1,POSITIVE
652,Sat Dec 17 18:31:29 +0000 2022,UMKM Langkah Jitu Hadapi Ancaman Resesi Ekonomi 2023 https://t.co/QrTclUoPOU,1,POSITIVE
653,Sat Dec 17 14:42:52 +0000 2022,"Meski Resesi Ekonomi, 4 Weton Ini Diramalkan Tetap Berjaya di Tahun 2023, Menurut Primbon Jawa https://t.co/9YEZwGmFKc",1,POSITIVE
654,Sat Dec 17 06:37:50 +0000 2022,Ekonomi Indonesia yang lebih Kuat akan menjadi Modal utama untuk menghadapi Resesi Global 2023.\n#LangkahAntisipasiKrisis #IKNuntukPemerataanEkonomi https://t.co/b0MgGk6UdU,1,POSITIVE
655,Sat Dec 17 08:26:23 +0000 2022,TREN POSITIF EKONOMI INDONESIA DITENGAN PREDIKSI  RESESI 2023.😇😇😇 https://t.co/7asmhrPUdC,1,POSITIVE
656,Sun Dec 18 10:26:33 +0000 2022,"LPDB KUMKM memprediksi, potensi resesi ekonomi di 2023 tak akan mengganggu kinerja penyaluran dana bergulir pada pelaku koperasi dan UMKM di Indonesia https://t.co/j0eKJuKO9y",1,POSITIVE
657,Sun Dec 18 16:37:48 +0000 2022,"Kondisi geopolitik, krisis energi, dan resesi ekonomi di sejumlah negara, diperkirakan masih akan berlangsung pada tahun 2023. Hal ini perlu diperhatikan oleh investor ritel, selain kondisi ekonomi di AS. #Kolom #AdadiKompas\n\nhttps://t.co/wbZHsXBaZm",-1,NEGATIVE
659,Sat Dec 17 06:41:20 +0000 2022,TREND POSITIF EKONOMI INDONESIA DI TENGAH RESESI 2023 https://t.co/Gw6GfHxwZZ,1,POSITIVE
660,Sun Dec 18 11:12:59 +0000 2022,NGOBROL EVERYWHERE LIVE : Bahas Ekonomi Batam 2023 dan Ancaman Resesi https://t.co/HvyEjKm0GD,1,POSITIVE
661,Sun Dec 18 11:27:03 +0000 2022,"Ini strategi Astra Sedaya Finance (ASF) dalam menghadapi tantangan ekonomi pada 2023, meski global dibayangi resesi. https://t.co/m2Qij30XdH",1,POSITIVE
662,Sun Dec 18 10:34:33 +0000 2022,"Ancaman Resesi 2023, Anggota DPRD Jatim Tawarkan Program Gus Muhaimin dan PKB Untuk Solusi: Partai Kebangkitan Bangsa menawarkan strategi atasi ancaman resesi ekonomi global.\n\nbaca selengkapnya di berita rmoljatim : Ancaman Resesi 2023, Anggota DPRD… https://t.co/sUSxL0USeR",1,POSITIVE
663,Sat Dec 17 03:07:38 +0000 2022,"Resesi global diperkirakan akan menghantam perekonomian di berbagai negara pada 2023. Meski demikian, perekonomian Indonesia diperkirakan akan dapat bertahan dengan ditopang oleh optimisme ekonomi yang kuat. #EkonomiKuat #IndonesiaTahanResesi #OptimismeEkonomi #EkonomiIndonesia https://t.co/8glXXtxS42",1,POSITIVE
665,Sun Dec 18 07:09:24 +0000 2022,"Menteri Koordinator Bidang Perekonomian Airlangga Hartarto menyampaikan pertumbuhan ekonomi Indonesia yang kuat pada 2022 dapat menjadi bekal untuk menghadapi potensi resesi global pada 2023. Ditambah lagi, Indonesia akan menjadi ketua ASEAN pada 2023. https://t.co/ctJAuU98uX",1,POSITIVE
667,Fri Dec 16 12:49:01 +0000 2022,Pariwisata Bali dan Prediksi Resesi Ekonomi Dunia 2023 \nAda beberapa pakar yang memprediksi tah... https://t.co/RT1lYlkOo5\nhttps://t.co/RT1lYlkOo5,1,POSITIVE
668,Fri Dec 16 00:47:26 +0000 2022,Airlangga mengatakan ekonomi kuat Indonesia modal hadapi resesi 2023\n#LangkahAntisipasiKrisis https://t.co/7sJTLHFXoD,1,POSITIVE
669,Fri Dec 16 00:00:44 +0000 2022,Airlangga mengatakan ekonomi kuat Indonesia modal hadapi resesi 2023 #LangkahAntisipasiKrisis #IKNuntukPemerataanEkonomi https://t.co/xqvAtkghD3,1,POSITIVE
671,Fri Dec 16 00:02:38 +0000 2022,Airlangga mengatakan ekonomi kuat Indonesia modal hadapi resesi 2023\n✓\n✓\n#LangkahAntisipasiKrisis https://t.co/UYQD7ObsMz,1,POSITIVE
672,Fri Dec 16 13:06:05 +0000 2022,"Pusat Investasi Pemerintah (PIP) Kemenkeu menargetkan tambah 2,2 juta debitur baru pada 2023, meskipun ekonomi global dibayangi resesi. https://t.co/IeCvuUcVcF",1,POSITIVE
673,Fri Dec 16 00:49:52 +0000 2022,Ekonomi kuat Indonesia modal hadapi resesi 2023\n\n#LangkahAntisipasiKrisis https://t.co/wuzI7mkNh8,1,POSITIVE
675,Fri Dec 16 00:00:20 +0000 2022,Airlangga mengatakan bahwa ekonomi kuat Indonesia modal menghadapi resesi 2023\n #LangkahAntisipasiKrisis #IKNuntukPemerataanEkonomi https://t.co/4ET2nVW1fS,1,POSITIVE
676,Fri Dec 16 05:51:02 +0000 2022,"Semua pengusaha harusnya belajar wirausaha dari VOC. Sayang, catatan-catatan perjalanan VOC cuma ngomongin cengkeh, pala, lada, negara kepulauan. Bayangin kalo mereka nulis tentang Business Management atau Marketing Strategy mereka. Mungkin resesi ekonomi tahun 2023 ga ada.",1,POSITIVE
677,Fri Dec 16 00:12:38 +0000 2022,Airlangga Hartarto mengatakan ekonomi kuat Indonesia modal hadapi resesi 2023.\n#LangkahAntisipatiKrisis https://t.co/Q9uBMbDr4z,1,POSITIVE
678,Fri Dec 16 00:48:03 +0000 2022,Airlangga mengatakan ekonomi kuat Indonesia modal hadapi resesi 2023\n.....\n#LangkahAntisipasiKrisis https://t.co/zeM2BrI6jg,1,POSITIVE
679,Fri Dec 16 00:03:20 +0000 2022,Ekonomi kuat indonesia modal hadapi resesi 2023.\n\n#LangkahAntisipasiKrisis https://t.co/MHAzsBS8Gk,1,POSITIVE
680,Fri Dec 16 05:30:00 +0000 2022,"Di Tengah Ancaman Resesi 2023, Airlangga Hartarto Optimis Ekonomi RI Tumbuh Positif\n#airlanggahartarto #airlanggapemersatu #airlanggauntukindonesia #partaigolkar #golkarpedia #golkarsolid #AirlanggaPresiden\nhttps://t.co/Fu7rrWxnkJ",1,POSITIVE
