,content,score,Label,cleansing,normalized,Tokenization,Stopword_Removal,Stemmed
273,mantap salam sukses,5,Positif,mantap salam sukses,mantap salam sukses,"['mantap', 'salam', 'sukses']","['mantap', 'salam', 'sukses']",mantap salam sukses
274,salesnya ganteng. jakbar kembangan,5,Positif,salesnya ganteng  jakbar kembangan,salesnya ganteng jakbar kembangan,"['salesnya', 'ganteng', 'jakbar', 'kembangan']","['salesnya', 'ganteng', 'jakbar', 'kembangan']",salesnya ganteng jakbar kembang
276,"barngnya murah"" dan semoga tambah komplit aja",5,Positif,barngnya murah  dan semoga tambah komplit aja,barngnya murah dan semoga tambah komplit saja,"['barngnya', 'murah', 'dan', 'semoga', 'tambah', 'komplit', 'saja']","['barngnya', 'murah', 'semoga', 'komplit']",barngnya murah moga komplit
278,salesnya baik fan ganteng mas adi,5,Positif,salesnya baik fan ganteng mas adi,salesnya baik fan ganteng mas adi,"['salesnya', 'baik', 'fan', 'ganteng', 'mas', 'adi']","['salesnya', 'fan', 'ganteng', 'mas', 'adi']",salesnya fan ganteng mas adi
279,sukses terus buat wahyooo klo bsa perbanyak lgi promonya biar makin getol blanja,5,Positif,sukses terus buat wahyoo klo bsa perbanyak lgi promonya biar makin getol blanja,sukses terus buat wahyoo kalau bisa perbanyak lagi promonya biar makin getol blanja,"['sukses', 'terus', 'buat', 'wahyoo', 'kalau', 'bisa', 'perbanyak', 'lagi', 'promonya', 'biar', 'makin', 'getol', 'blanja']","['sukses', 'wahyoo', 'perbanyak', 'promonya', 'biar', 'getol', 'blanja']",sukses wahyoo banyak promonya biar getol blanja
280,"barang"" nya mahal, belum bisa diajak kerja sama . belum bisa di terima.",2,Negatif,barang  nya mahal  belum bisa diajak kerja sama   belum bisa di terima ,barang nya mahal belum bisa diajak kerja sama belum bisa di terima,"['barang', 'nya', 'mahal', 'belum', 'bisa', 'diajak', 'kerja', 'sama', 'belum', 'bisa', 'di', 'terima']","['barang', 'nya', 'mahal', 'diajak', 'kerja', 'terima']",barang nya mahal ajak kerja terima
282,mak8n sukses wahyooo banyakin lgi promonya jangan pelit pelit hehehe salam sukses buat semua😁😁😁,5,Positif,mak n sukses wahyoo banyakin lgi promonya jangan pelit pelit hehehe salam sukses buat semua,ibu dan sukses wahyoo banyakin lagi promonya jangan pelit pelit hehehe salam sukses buat semua,"['ibu', 'dan', 'sukses', 'wahyoo', 'banyakin', 'lagi', 'promonya', 'jangan', 'pelit', 'pelit', 'hehehe', 'salam', 'sukses', 'buat', 'semua']","['sukses', 'wahyoo', 'banyakin', 'promonya', 'pelit', 'pelit', 'hehehe', 'salam', 'sukses']",sukses wahyoo banyakin promonya pelit pelit hehehe salam sukses
283,mantullll,5,Positif,mantull,mantull,['mantull'],['mantull'],mantull
284,ssukses terus buat wahyoo,5,Positif,ssukses terus buat wahyoo,ssukses terus buat wahyoo,"['ssukses', 'terus', 'buat', 'wahyoo']","['ssukses', 'wahyoo']",ssukses wahyoo
285,"terus maju wahyoo dan sukses selalu ,salesnya wahyoo ramah2 dan sopan",5,Positif,terus maju wahyoo dan sukses selalu  salesnya wahyoo ramah  dan sopan,terus maju wahyoo dan sukses selalu salesnya wahyoo ramah dan sopan,"['terus', 'maju', 'wahyoo', 'dan', 'sukses', 'selalu', 'salesnya', 'wahyoo', 'ramah', 'dan', 'sopan']","['maju', 'wahyoo', 'sukses', 'salesnya', 'wahyoo', 'ramah', 'sopan']",maju wahyoo sukses salesnya wahyoo ramah sopan
286,"sangat ngebantu ada aplikasi sembako di sini ,apalgi sales tyo timur mantap bisa deket sma pemilik""warung klo bisa di pertahankan .maju bersama wahyoo",5,Positif,sangat ngebantu ada aplikasi sembako di sini  apalgi sales tyo timur mantap bisa deket sma pemilik warung klo bisa di pertahankan  maju bersama wahyoo,sangat ngebantu ada aplikasi sembilan bahan pokok di sini apalgi sales tyo timur mantap bisa dekat sama pemilik warung kalau bisa di pertahankan maju bersama wahyoo,"['sangat', 'ngebantu', 'ada', 'aplikasi', 'sembilan', 'bahan', 'pokok', 'di', 'sini', 'apalgi', 'sales', 'tyo', 'timur', 'mantap', 'bisa', 'dekat', 'sama', 'pemilik', 'warung', 'kalau', 'bisa', 'di', 'pertahankan', 'maju', 'bersama', 'wahyoo']","['ngebantu', 'aplikasi', 'sembilan', 'bahan', 'pokok', 'apalgi', 'sales', 'tyo', 'timur', 'mantap', 'pemilik', 'warung', 'pertahankan', 'maju', 'wahyoo']",ngebantu aplikasi sembilan bahan pokok apalgi sales tyo timur mantap milik warung tahan maju wahyoo
287,bagus nih banyak program yg di tawarkan oleh wahyoo jdi bisa kejar impian but umroh,5,Positif,bagus nih banyak program yg di tawarkan oleh wahyoo jdi bisa kejar impian but umroh,bagus ini banyak program yang di tawarkan oleh wahyoo jadi bisa kejar impian but umroh,"['bagus', 'ini', 'banyak', 'program', 'yang', 'di', 'tawarkan', 'oleh', 'wahyoo', 'jadi', 'bisa', 'kejar', 'impian', 'but', 'umroh']","['bagus', 'program', 'tawarkan', 'wahyoo', 'kejar', 'impian', 'but', 'umroh']",bagus program tawar wahyoo kejar impi but umroh
288,"sangat membantu, terima kasih wahyoo",5,Positif,sangat membantu  terima kasih wahyoo,sangat membantu terima kasih wahyoo,"['sangat', 'membantu', 'terima', 'kasih', 'wahyoo']","['membantu', 'terima', 'kasih', 'wahyoo']",bantu terima kasih wahyoo
289,"ngebntu kit belanja , sles tyo emg rajin",5,Positif,ngebntu kit belanja   sles tyo emg rajin,ngebntu kit belanja sles tyo memang rajin,"['ngebntu', 'kit', 'belanja', 'sles', 'tyo', 'memang', 'rajin']","['ngebntu', 'kit', 'belanja', 'sles', 'tyo', 'rajin']",ngebntu kit belanja sles tyo rajin
290,manta..bagus wahyoo harga murah bgt,5,Positif,manta bagus wahyoo harga murah bgt,manta bagus wahyoo harga murah banget,"['manta', 'bagus', 'wahyoo', 'harga', 'murah', 'banget']","['manta', 'bagus', 'wahyoo', 'harga', 'murah', 'banget']",manta bagus wahyoo harga murah banget
291,mantap wahyoo,5,Positif,mantap wahyoo,mantap wahyoo,"['mantap', 'wahyoo']","['mantap', 'wahyoo']",mantap wahyoo
292,wahyoo barang murah dan bagus..maju terus untuk wahyoo..dan sales nya ramah..menghadapi masalah apapun di warung,5,Positif,wahyoo barang murah dan bagus maju terus untuk wahyoo dan sales nya ramah menghadapi masalah apapun di warung,wahyoo barang murah dan bagus maju terus untuk wahyoo dan sales nya ramah menghadapi masalah apapun di warung,"['wahyoo', 'barang', 'murah', 'dan', 'bagus', 'maju', 'terus', 'untuk', 'wahyoo', 'dan', 'sales', 'nya', 'ramah', 'menghadapi', 'masalah', 'apapun', 'di', 'warung']","['wahyoo', 'barang', 'murah', 'bagus', 'maju', 'wahyoo', 'sales', 'nya', 'ramah', 'menghadapi', 'apapun', 'warung']",wahyoo barang murah bagus maju wahyoo sales nya ramah hadap apa warung
293,👍👍,5,Positif,,,[''],[''],
296,makasih wahyoo,5,Positif,makasih wahyoo,terima kasih wahyoo,"['terima', 'kasih', 'wahyoo']","['terima', 'kasih', 'wahyoo']",terima kasih wahyoo
297,bisa membantu utk memingkat kan belanjaan warung .sales tyo dan randy,5,Positif,bisa membantu utk memingkat kan belanjaan warung  sales tyo dan randy,bisa membantu untuk memingkat kan belanjaan warung sales tyo dan randy,"['bisa', 'membantu', 'untuk', 'memingkat', 'kan', 'belanjaan', 'warung', 'sales', 'tyo', 'dan', 'randy']","['membantu', 'memingkat', 'belanjaan', 'warung', 'sales', 'tyo', 'randy']",bantu memingkat belanja warung sales tyo randy
298,"bos wahyoo nya baek,salesnya sabar, kurirnya ramah..dan yg penting wahyoo sering ngadain piknik gratis buat mas dan mbakyoo..mantul..",5,Positif,bos wahyoo nya baek salesnya sabar  kurirnya ramah dan yg penting wahyoo sering ngadain piknik gratis buat mas dan mbakyoo mantul ,bos wahyoo nya baek salesnya sabar kurirnya ramah dan yang penting wahyoo sering ngadain piknik gratis buat mas dan mbakyoo mantul,"['bos', 'wahyoo', 'nya', 'baek', 'salesnya', 'sabar', 'kurirnya', 'ramah', 'dan', 'yang', 'penting', 'wahyoo', 'sering', 'ngadain', 'piknik', 'gratis', 'buat', 'mas', 'dan', 'mbakyoo', 'mantul']","['bos', 'wahyoo', 'nya', 'baek', 'salesnya', 'sabar', 'kurirnya', 'ramah', 'wahyoo', 'ngadain', 'piknik', 'gratis', 'mas', 'mbakyoo', 'mantul']",bos wahyoo nya baek salesnya sabar kurir ramah wahyoo ngadain piknik gratis mas mbakyoo mantul
299,terlalu gede data ya,5,Positif,terlalu gede data ya,terlalu gede data iya,"['terlalu', 'gede', 'data', 'iya']","['gede', 'data', 'iya']",gede data iya
300,lebih di tingkatkan lagi supaya belanjanya mudah,4,Positif,lebih di tingkatkan lagi supaya belanjanya mudah,lebih di tingkatkan lagi supaya belanjanya mudah,"['lebih', 'di', 'tingkatkan', 'lagi', 'supaya', 'belanjanya', 'mudah']","['tingkatkan', 'belanjanya', 'mudah']",tingkat belanja mudah
301,ribet susah. masa harus jdi member dulu klo mo liat ada apa aja didalm warung tsb.,2,Negatif,ribet susah  masa harus jdi member dulu klo mo liat ada apa aja didalm warung tsb ,ribet susah masa harus jadi member dulu kalau mau lihat ada apa saja didalm warung tersebut,"['ribet', 'susah', 'masa', 'harus', 'jadi', 'member', 'dulu', 'kalau', 'mau', 'lihat', 'ada', 'apa', 'saja', 'didalm', 'warung', 'tersebut']","['ribet', 'susah', 'member', 'lihat', 'didalm', 'warung']",ribet susah member lihat didalm warung
302,"bisa ngebantu warung , sales tyo selalu mengajarkan ,mksh utk wahyoo",5,Positif,bisa ngebantu warung   sales tyo selalu mengajarkan  mksh utk wahyoo,bisa ngebantu warung sales tyo selalu mengajarkan mksh untuk wahyoo,"['bisa', 'ngebantu', 'warung', 'sales', 'tyo', 'selalu', 'mengajarkan', 'mksh', 'untuk', 'wahyoo']","['ngebantu', 'warung', 'sales', 'tyo', 'mengajarkan', 'mksh', 'wahyoo']",ngebantu warung sales tyo ajar mksh wahyoo
303,"cukup .membantu warung saya , sales tyo timur rajin",5,Positif,cukup  membantu warung saya   sales tyo timur rajin,cukup membantu warung saya sales tyo timur rajin,"['cukup', 'membantu', 'warung', 'saya', 'sales', 'tyo', 'timur', 'rajin']","['membantu', 'warung', 'sales', 'tyo', 'timur', 'rajin']",bantu warung sales tyo timur rajin
304,"uninstall aja. gagal verifikasi nomor hp berkali2, coba pake no lain gagal juga. udh 3 no hp di coba gagal terus...nya udh uninstall aja",1,Negatif,uninstall aja  gagal verifikasi nomor hp berkali   coba pake no lain gagal juga  udh   no hp di coba gagal terus nya udh uninstall aja,uninstall saja gagal verifikasi nomor hp berkali coba pakai nomor lain gagal juga sudah nomor hp di coba gagal terus nya sudah uninstall saja,"['uninstall', 'saja', 'gagal', 'verifikasi', 'nomor', 'hp', 'berkali', 'coba', 'pakai', 'nomor', 'lain', 'gagal', 'juga', 'sudah', 'nomor', 'hp', 'di', 'coba', 'gagal', 'terus', 'nya', 'sudah', 'uninstall', 'saja']","['uninstall', 'gagal', 'verifikasi', 'nomor', 'hp', 'berkali', 'coba', 'pakai', 'nomor', 'gagal', 'nomor', 'hp', 'coba', 'gagal', 'nya', 'uninstall']",uninstall gagal verifikasi nomor hp kali coba pakai nomor gagal nomor hp coba gagal nya uninstall
305,cukup lumayan ngebantu mksh buat sales tyo timur,5,Positif,cukup lumayan ngebantu mksh buat sales tyo timur,cukup lumayan ngebantu mksh buat sales tyo timur,"['cukup', 'lumayan', 'ngebantu', 'mksh', 'buat', 'sales', 'tyo', 'timur']","['lumayan', 'ngebantu', 'mksh', 'sales', 'tyo', 'timur']",lumayan ngebantu mksh sales tyo timur
306,manta,5,Positif,manta,manta,['manta'],['manta'],manta
307,"semoga wahyoo tambah maju , sukses untuk wahyoo dan sales mas adi",5,Positif,semoga wahyoo tambah maju   sukses untuk wahyoo dan sales mas adi,semoga wahyoo tambah maju sukses untuk wahyoo dan sales mas adi,"['semoga', 'wahyoo', 'tambah', 'maju', 'sukses', 'untuk', 'wahyoo', 'dan', 'sales', 'mas', 'adi']","['semoga', 'wahyoo', 'maju', 'sukses', 'wahyoo', 'sales', 'mas', 'adi']",moga wahyoo maju sukses wahyoo sales mas adi
308,matep,5,Positif,matep,matep,['matep'],['matep'],matep
309,saya dari warkop vw jkt timur mnurut saya murah tdk menjamin kebahagiaan warung.buat apa beli barang beda sdikit tapi tidak bahagia yg belinya.saya pribadi senang sekali bergabung di wahyoo sgala kesusahan saya teratasi dan sangat membantu kesejahteraan kluarga saya.sukses trus wahyoo.trimakasi mas randy dan smua kluarga wahyoo.,5,Positif,saya dari warkop vw jkt timur mnurut saya murah tdk menjamin kebahagiaan warung buat apa beli barang beda sdikit tapi tidak bahagia yg belinya saya pribadi senang sekali bergabung di wahyoo sgala kesusahan saya teratasi dan sangat membantu kesejahteraan kluarga saya sukses trus wahyoo trimakasi mas randy dan smua kluarga wahyoo ,saya dari warung kopi vw jakarta timur mnurut saya murah tidak menjamin kebahagiaan warung buat apa beli barang beda sdikit tapi tidak bahagia yang belinya saya pribadi senang sekali bergabung di wahyoo sgala kesusahan saya teratasi dan sangat membantu kesejahteraan keluarga saya sukses terus wahyoo trimakasi mas randy dan semua keluarga wahyoo,"['saya', 'dari', 'warung', 'kopi', 'vw', 'jakarta', 'timur', 'mnurut', 'saya', 'murah', 'tidak', 'menjamin', 'kebahagiaan', 'warung', 'buat', 'apa', 'beli', 'barang', 'beda', 'sdikit', 'tapi', 'tidak', 'bahagia', 'yang', 'belinya', 'saya', 'pribadi', 'senang', 'sekali', 'bergabung', 'di', 'wahyoo', 'sgala', 'kesusahan', 'saya', 'teratasi', 'dan', 'sangat', 'membantu', 'kesejahteraan', 'keluarga', 'saya', 'sukses', 'terus', 'wahyoo', 'trimakasi', 'mas', 'randy', 'dan', 'semua', 'keluarga', 'wahyoo']","['warung', 'kopi', 'vw', 'jakarta', 'timur', 'mnurut', 'murah', 'menjamin', 'kebahagiaan', 'warung', 'beli', 'barang', 'beda', 'sdikit', 'bahagia', 'belinya', 'pribadi', 'senang', 'bergabung', 'wahyoo', 'sgala', 'kesusahan', 'teratasi', 'membantu', 'kesejahteraan', 'keluarga', 'sukses', 'wahyoo', 'trimakasi', 'mas', 'randy', 'keluarga', 'wahyoo']",warung kopi vw jakarta timur mnurut murah jamin bahagia warung beli barang beda sdikit bahagia beli pribadi senang gabung wahyoo sgala susah atas bantu sejahtera keluarga sukses wahyoo trimakasi mas randy keluarga wahyoo
310,cara daftar nya bagaimana? saya sudah masukkan nomer telp kok gabisa?,1,Negatif,cara daftar nya bagaimana  saya sudah masukkan nomer telp kok gabisa ,cara daftar nya bagaimana saya sudah masukkan nomer telepon kok tidak bisa,"['cara', 'daftar', 'nya', 'bagaimana', 'saya', 'sudah', 'masukkan', 'nomer', 'telepon', 'kok', 'tidak', 'bisa']","['daftar', 'nya', 'masukkan', 'nomer', 'telepon']",daftar nya masuk nomer telepon
312,"saya dulu sales aplikasi sebelah, saya ingin bergabung dengan team sales wahyoo karena di lapangan banyak para warung dan pngusaha kuliner mendaftar sebagai mitra wahyoo. saya sangat antusias ingin bergabung dengan team wahyoo. mohon untuk link pendaftaran sales loker wahyoo. trims...🙏",5,Positif,saya dulu sales aplikasi sebelah  saya ingin bergabung dengan team sales wahyoo karena di lapangan banyak para warung dan pngusaha kuliner mendaftar sebagai mitra wahyoo  saya sangat antusias ingin bergabung dengan team wahyoo  mohon untuk link pendaftaran sales loker wahyoo  trims ,saya dulu sales aplikasi sebelah saya ingin bergabung dengan team sales wahyoo karena di lapangan banyak para warung dan pngusaha kuliner mendaftar sebagai mitra wahyoo saya sangat antusias ingin bergabung dengan team wahyoo mohon untuk link pendaftaran sales loker wahyoo terima kasih,"['saya', 'dulu', 'sales', 'aplikasi', 'sebelah', 'saya', 'ingin', 'bergabung', 'dengan', 'team', 'sales', 'wahyoo', 'karena', 'di', 'lapangan', 'banyak', 'para', 'warung', 'dan', 'pngusaha', 'kuliner', 'mendaftar', 'sebagai', 'mitra', 'wahyoo', 'saya', 'sangat', 'antusias', 'ingin', 'bergabung', 'dengan', 'team', 'wahyoo', 'mohon', 'untuk', 'link', 'pendaftaran', 'sales', 'loker', 'wahyoo', 'terima', 'kasih']","['sales', 'aplikasi', 'sebelah', 'bergabung', 'team', 'sales', 'wahyoo', 'lapangan', 'warung', 'pngusaha', 'kuliner', 'mendaftar', 'mitra', 'wahyoo', 'antusias', 'bergabung', 'team', 'wahyoo', 'mohon', 'link', 'pendaftaran', 'sales', 'loker', 'wahyoo', 'terima', 'kasih']",sales aplikasi belah gabung team sales wahyoo lapang warung pngusaha kuliner daftar mitra wahyoo antusias gabung team wahyoo mohon link daftar sales loker wahyoo terima kasih
313,"ini aplikasi gimana ya... masa pas baru donwload, terus gk ada keterangan registrasi, hanya ada tombol masuk saja, tapi stelah masuk dan isi no hp malah gk bisa... aneh banget :d",2,Negatif,ini aplikasi gimana ya  masa pas baru donwload  terus gk ada keterangan registrasi  hanya ada tombol masuk saja  tapi stelah masuk dan isi no hp malah gk bisa  aneh banget  d,ini aplikasi bagaimana iya masa pas baru donwload terus tidak ada keterangan registrasi hanya ada tombol masuk saja tapi setelah masuk dan isi nomor hp bahkan tidak bisa aneh banget di,"['ini', 'aplikasi', 'bagaimana', 'iya', 'masa', 'pas', 'baru', 'donwload', 'terus', 'tidak', 'ada', 'keterangan', 'registrasi', 'hanya', 'ada', 'tombol', 'masuk', 'saja', 'tapi', 'setelah', 'masuk', 'dan', 'isi', 'nomor', 'hp', 'bahkan', 'tidak', 'bisa', 'aneh', 'banget', 'di']","['aplikasi', 'iya', 'pas', 'donwload', 'keterangan', 'registrasi', 'tombol', 'masuk', 'masuk', 'isi', 'nomor', 'hp', 'aneh', 'banget']",aplikasi iya pas donwload terang registrasi tombol masuk masuk isi nomor hp aneh banget
314,kecewa. ga bisa login... padahal saya pengguna baru...,1,Negatif,kecewa  ga bisa login  padahal saya pengguna baru ,kecewa tidak bisa login padahal saya pengguna baru,"['kecewa', 'tidak', 'bisa', 'login', 'padahal', 'saya', 'pengguna', 'baru']","['kecewa', 'login', 'pengguna']",kecewa login guna
315,sales nya ganteng mas adi,5,Positif,sales nya ganteng mas adi,sales nya ganteng mas adi,"['sales', 'nya', 'ganteng', 'mas', 'adi']","['sales', 'nya', 'ganteng', 'mas', 'adi']",sales nya ganteng mas adi
316,tidak bisa masuk,1,Negatif,tidak bisa masuk,tidak bisa masuk,"['tidak', 'bisa', 'masuk']",['masuk'],masuk
318,luar biasa puas trimakasih wahyoo sukses terus,5,Positif,luar biasa puas trimakasih wahyoo sukses terus,luar biasa puas trimakasih wahyoo sukses terus,"['luar', 'biasa', 'puas', 'trimakasih', 'wahyoo', 'sukses', 'terus']","['puas', 'trimakasih', 'wahyoo', 'sukses']",puas trimakasih wahyoo sukses
319,sangat membantu kita,5,Positif,sangat membantu kita,sangat membantu kita,"['sangat', 'membantu', 'kita']",['membantu'],bantu
320,"aplikasi yang bermanfaat , jadi tidak perlu belanja lagi ke pasar , semoga semakin maju dan berkembang untuk palikasi nya wahyoo",5,Positif,aplikasi yang bermanfaat   jadi tidak perlu belanja lagi ke pasar   semoga semakin maju dan berkembang untuk palikasi nya wahyoo,aplikasi yang bermanfaat jadi tidak perlu belanja lagi ke pasar semoga semakin maju dan berkembang untuk palikasi nya wahyoo,"['aplikasi', 'yang', 'bermanfaat', 'jadi', 'tidak', 'perlu', 'belanja', 'lagi', 'ke', 'pasar', 'semoga', 'semakin', 'maju', 'dan', 'berkembang', 'untuk', 'palikasi', 'nya', 'wahyoo']","['aplikasi', 'bermanfaat', 'belanja', 'pasar', 'semoga', 'maju', 'berkembang', 'palikasi', 'nya', 'wahyoo']",aplikasi manfaat belanja pasar moga maju kembang palikasi nya wahyoo
322,pelayananya mantap👍👍👍,5,Positif,pelayananya mantap,pelayananya mantap,"['pelayananya', 'mantap']","['pelayananya', 'mantap']",pelayananya mantap
323,mantap lah,3,Negatif,mantap lah,mantap lah,"['mantap', 'lah']",['mantap'],mantap
324,lumayan bisa membantu saya utk belanja online( mantap buat sales tyo timur ),5,Positif,lumayan bisa membantu saya utk belanja online  mantap buat sales tyo timur  ,lumayan bisa membantu saya untuk belanja online mantap buat sales tyo timur,"['lumayan', 'bisa', 'membantu', 'saya', 'untuk', 'belanja', 'online', 'mantap', 'buat', 'sales', 'tyo', 'timur']","['lumayan', 'membantu', 'belanja', 'online', 'mantap', 'sales', 'tyo', 'timur']",lumayan bantu belanja online mantap sales tyo timur
325,good jobs,5,Positif,good jobs,bagus jobs,"['bagus', 'jobs']","['bagus', 'jobs']",bagus jobs
326,"udah daftar tp blm diverifikasi katanya blm mencakup area cikarang tp di sekitar tempatku banyak warung yg ikut wahyoo,aplikasi gk jelas tlong diperbaiki lg",1,Negatif,udah daftar tp blm diverifikasi katanya blm mencakup area cikarang tp di sekitar tempatku banyak warung yg ikut wahyoo aplikasi gk jelas tlong diperbaiki lg,sudah daftar tapi belum diverifikasi katanya belum mencakup area cikarang tapi di sekitar tempatku banyak warung yang ikut wahyoo aplikasi tidak jelas tlong diperbaiki lagi,"['sudah', 'daftar', 'tapi', 'belum', 'diverifikasi', 'katanya', 'belum', 'mencakup', 'area', 'cikarang', 'tapi', 'di', 'sekitar', 'tempatku', 'banyak', 'warung', 'yang', 'ikut', 'wahyoo', 'aplikasi', 'tidak', 'jelas', 'tlong', 'diperbaiki', 'lagi']","['daftar', 'diverifikasi', 'mencakup', 'area', 'cikarang', 'tempatku', 'warung', 'wahyoo', 'aplikasi', 'tlong', 'diperbaiki']",daftar verifikasi cakup area cikarang tempat warung wahyoo aplikasi tlong baik
327,trimakasih wahyoo saya sdh bergabung kurang lebih 2 tahun pelayanannya memuaskan,5,Positif,trimakasih wahyoo saya sdh bergabung kurang lebih   tahun pelayanannya memuaskan,trimakasih wahyoo saya sudah bergabung kurang lebih tahun pelayanannya memuaskan,"['trimakasih', 'wahyoo', 'saya', 'sudah', 'bergabung', 'kurang', 'lebih', 'tahun', 'pelayanannya', 'memuaskan']","['trimakasih', 'wahyoo', 'bergabung', 'pelayanannya', 'memuaskan']",trimakasih wahyoo gabung layan muas
328,promonya di banyakin lgi dong minnn bar makin rajin blanjanya 😁 😁 😁,5,Positif,promonya di banyakin lgi dong minn bar makin rajin blanjanya,promonya di banyakin lagi dong admin bar makin rajin blanjanya,"['promonya', 'di', 'banyakin', 'lagi', 'dong', 'admin', 'bar', 'makin', 'rajin', 'blanjanya']","['promonya', 'banyakin', 'admin', 'bar', 'rajin', 'blanjanya']",promonya banyakin admin bar rajin blanjanya
329,promo di perbanyak lg,5,Positif,promo di perbanyak lg,promo di perbanyak lagi,"['promo', 'di', 'perbanyak', 'lagi']","['promo', 'perbanyak']",promo banyak
330,makin mudah belanja gaperlu ke pasar... sales agus setiawan mantaaaap lah,5,Positif,makin mudah belanja gaperlu ke pasar  sales agus setiawan mantaap lah,makin mudah belanja gaperlu ke pasar sales agus setiawan mantaap lah,"['makin', 'mudah', 'belanja', 'gaperlu', 'ke', 'pasar', 'sales', 'agus', 'setiawan', 'mantaap', 'lah']","['mudah', 'belanja', 'gaperlu', 'pasar', 'sales', 'agus', 'setiawan', 'mantaap']",mudah belanja gaperlu pasar sales agus setiawan mantaap
331,wow,5,Positif,wow,wow,['wow'],['wow'],wow
332,"aplikasi kagak jelas baru mau log in aja kagak bisa,,uninstal lagi dah",1,Negatif,aplikasi kagak jelas baru mau log in aja kagak bisa  uninstal lagi dah,aplikasi tidak jelas baru mau log in saja tidak bisa uninstal lagi deh,"['aplikasi', 'tidak', 'jelas', 'baru', 'mau', 'log', 'in', 'saja', 'tidak', 'bisa', 'uninstal', 'lagi', 'deh']","['aplikasi', 'log', 'in', 'uninstal', 'deh']",aplikasi log in uninstal deh
333,lebih mudah untuk akses belanja dan lebih hemat waktu,5,Positif,lebih mudah untuk akses belanja dan lebih hemat waktu,lebih mudah untuk akses belanja dan lebih hemat waktu,"['lebih', 'mudah', 'untuk', 'akses', 'belanja', 'dan', 'lebih', 'hemat', 'waktu']","['mudah', 'akses', 'belanja', 'hemat']",mudah akses belanja hemat
334,tambah ribet,3,Negatif,tambah ribet,tambah ribet,"['tambah', 'ribet']",['ribet'],ribet
335,aplikasinya bagus banget...,5,Positif,aplikasinya bagus banget ,aplikasinya bagus banget,"['aplikasinya', 'bagus', 'banget']","['aplikasinya', 'bagus', 'banget']",aplikasi bagus banget
336,"kerennnnn semoga selalu sukses, dan bisa jadi saluran berkat bagi semua warung makan di indonesia",5,Positif,kerenn semoga selalu sukses  dan bisa jadi saluran berkat bagi semua warung makan di indonesia,kerenn semoga selalu sukses dan bisa jadi saluran berkat bagi semua warung makan di indonesia,"['kerenn', 'semoga', 'selalu', 'sukses', 'dan', 'bisa', 'jadi', 'saluran', 'berkat', 'bagi', 'semua', 'warung', 'makan', 'di', 'indonesia']","['kerenn', 'semoga', 'sukses', 'saluran', 'berkat', 'warung', 'makan', 'indonesia']",kerenn moga sukses salur berkat warung makan indonesia
338,bukan nya mudah digunain malah susah buat salesnya kasian ni mas iqbal,1,Negatif,bukan nya mudah digunain malah susah buat salesnya kasian ni mas iqbal,bukan nya mudah digunain bahkan susah buat salesnya kasian ini mas iqbal,"['bukan', 'nya', 'mudah', 'digunain', 'bahkan', 'susah', 'buat', 'salesnya', 'kasian', 'ini', 'mas', 'iqbal']","['nya', 'mudah', 'digunain', 'susah', 'salesnya', 'kasian', 'mas', 'iqbal']",nya mudah digunain susah salesnya kasi mas iqbal
339,"a high impact startup with a very good app! very beneficial and useful for owners of warung makan (canteens, small restaurants) in order to grow their business.",5,Positif,a high impact startup with a very good app  very beneficial and useful for owners of warung makan  canteens  small restaurants  in order to grow their business ,a high impact startup dengan a very bagus app very beneficial and useful for owners of warung makan canteens small restaurants in order to grow their business,"['a', 'high', 'impact', 'startup', 'dengan', 'a', 'very', 'bagus', 'app', 'very', 'beneficial', 'and', 'useful', 'for', 'owners', 'of', 'warung', 'makan', 'canteens', 'small', 'restaurants', 'in', 'order', 'to', 'grow', 'their', 'business']","['a', 'high', 'impact', 'startup', 'a', 'very', 'bagus', 'app', 'very', 'beneficial', 'and', 'useful', 'for', 'owners', 'of', 'warung', 'makan', 'canteens', 'small', 'restaurants', 'in', 'order', 'to', 'grow', 'their', 'business']",a high impact startup a very bagus app very beneficial and useful for owners of warung makan canteens small restaurants in order to grow their business
340,mantaps,5,Positif,mantaps,mantaps,['mantaps'],['mantaps'],mantaps
341,mantap aplikasinya makin keren( warteg arus seles agus jaktim)😍😍,5,Positif,mantap aplikasinya makin keren  warteg arus seles agus jaktim ,mantap aplikasinya makin keren warung tegal arus seles agus jaktim,"['mantap', 'aplikasinya', 'makin', 'keren', 'warung', 'tegal', 'arus', 'seles', 'agus', 'jaktim']","['mantap', 'aplikasinya', 'keren', 'warung', 'tegal', 'arus', 'seles', 'agus', 'jaktim']",mantap aplikasi keren warung tegal arus les agus jaktim
342,"harga murah,trs saya ajak orang dapat sovenir lgai",5,Positif,harga murah trs saya ajak orang dapat sovenir lgai,harga murah terus saya ajak orang dapat sovenir lgai,"['harga', 'murah', 'terus', 'saya', 'ajak', 'orang', 'dapat', 'sovenir', 'lgai']","['harga', 'murah', 'ajak', 'orang', 'sovenir', 'lgai']",harga murah ajak orang sovenir lgai
343,oo,1,Negatif,oo,oo,['oo'],['oo'],oo
344,tidak bisa login,5,Positif,tidak bisa login,tidak bisa login,"['tidak', 'bisa', 'login']",['login'],login
